training loss,testing loss
0.004456735706436589,0.0015829313355921345
0.0015003974013256304,0.001309203202695106
0.001306141224322897,0.0012273340450712677
0.0011627589920394574,0.0009785824504709153
0.0009768333296630192,0.0008384013590826229
0.0008240968325866782,0.0007465801244093613
0.0007479081078517166,0.0006624455867109425
0.0007124215584939741,0.0006554476228881289
0.0006777907266620208,0.0006260715410903548
0.0006467734428235527,0.0005887343618793017
0.0006272437809402067,0.000573203664724574
0.0006095361871165082,0.0005904542989534975
0.0005990781057555454,0.0006710059792650017
0.0005739311906367992,0.0005787158935246143
0.0005670139708937231,0.0005247087838749091
0.0005544950030250193,0.0005331869731008104
0.0005281891500944216,0.0005301176720284716
0.0005246167810224561,0.000535167741349362
0.0005013066394233399,0.0005152343987543701
0.00048632175859176754,0.0005215107468591833
0.00048573114953328375,0.0005343885511992442
0.00045554565810810096,0.0005526304417854232
0.00044806000034000273,0.00048613324814306743
0.0004343977866510889,0.0004965124789371409
0.0004257665670152302,0.0005102487956526492
0.0004352362019496716,0.0005139143262622934
0.00041158819848064783,0.0004616218599646042
0.0004030535404154128,0.0004441420332472207
0.0003911732736565737,0.00045874612423534874
0.0003934500023729704,0.00045177257711519344
0.0003832719780003765,0.00043752257867405814
0.00037450275311571066,0.00043897989548206555
0.00036400289126587186,0.00044075854962240116
0.0003626656338438448,0.00044421058070535463
0.00036152971848478596,0.0004378394751146323
0.0003480847726512531,0.00042323983330844027
0.0003442028821375447,0.0004226123561348879
0.0003472869621349894,0.0004136096792838847
0.0003383919055164425,0.00042094825414206946
0.00033804987112737514,0.0004058862521284909
0.0003402120056279907,0.00045580321421959634
0.00033897325461800914,0.00042052133446277094
0.00032305840656838636,0.0003945174212496953
0.00031049729714692205,0.0004157709504590567
0.000308554036063001,0.0004204185169796939
0.0003089766806541857,0.0003923182068815963
0.0002951534252409174,0.0003982869869408508
0.0002975811286667136,0.00037835629790964904
0.00029504215150761106,0.0003970964079736873
0.0002855506255538344,0.00043610125501414364
0.0002879457545614886,0.00038912972915127424
0.00027886580404204626,0.00038132130037852083
0.00027171663170906177,0.00038061495270636496
0.00026497676127209245,0.0003833758916395406
0.000264947019097621,0.00038464734353703644
0.0002701810285075088,0.00036116818699872855
0.000260108076282918,0.0003658210849001383
0.000252318232951714,0.00036166777312191147
0.00025628014215423414,0.00036367778913259057
0.00024648349058362795,0.00035962413072190955
0.0002400980279851479,0.00037955270346367
0.0002393369923635019,0.00036819170610132544
0.0002318830398673361,0.00035927562311178807
0.00024033704222264614,0.00034927354779828226
0.000222624297461924,0.0003571033426631016
0.0002181900538165461,0.0003515539715546324
0.00021615262058648197,0.0003958080798232307
0.00022179556421399342,0.0003432314507804359
0.00021206864502429116,0.0003398643066633888
0.00020539052131811553,0.00034073592255343544
0.00021163533696601393,0.0004098596361776193
0.0002096392650855705,0.0003686968290077692
0.00021022214346113756,0.0003315750920481867
0.00019479024552062832,0.00033112702852425475
0.0001918752476216689,0.0003303706245567424
0.00018472891079551173,0.00032341592137306705
0.0001763765207160208,0.00034548093019773
0.0001775679046686767,0.00032384028291386187
0.00017441800283091708,0.00039640521757643333
0.00017603678901319985,0.0003177686853715303
0.00016926270159963293,0.0003198443121756568
0.00016663882570080177,0.0003136242251264665
0.00016847819995636007,0.00031273060929820395
0.0001557036889029074,0.0003318558059011896
0.0001579318328753509,0.00030957122481512753
0.00015503418072705354,0.0003200167460211863
0.00015967215444878533,0.0003099039087608231
0.00015006892371633457,0.0002981978600887074
0.00015225520738485184,0.00030276047323378875
0.00014823535911449599,0.00029511293202328184
0.0001390532605882706,0.00030803779566970964
0.00013615472888693948,0.0003051902159561657
0.00013547813930816835,0.0002876647691609282
0.0001327707158810826,0.00029315880577390394
0.0001350606135075037,0.00029768181857159077
0.00012720237008938002,0.0003045808247847934
0.00012668644551674582,0.0002831693082539873
0.0001251438079193714,0.0002873209871309386
0.00012837006176017563,0.00028902390463785693
0.0001225163337728714,0.000284779915289784
0.00011042017868021504,0.00027967295256640874
0.00010825168133261754,0.0002779770780100741
0.00010706015353648444,0.0002690813401855077
0.00010492620419950761,0.0002703029164959761
0.0001033574049484521,0.0002771158847308746
0.00010245056848472098,0.000271508821716645
0.00010086191751091092,0.00026999604782428256
0.0001015740841411929,0.00027273105744935686
0.00010027512683088637,0.0002691275789402425
0.00010036653358397554,0.00026969936214189864
9.85275394861784e-05,0.00026911979022605176
9.847929821152128e-05,0.0002702653480369146
9.675411799407536e-05,0.00026924089505689955
9.659982081784895e-05,0.0002670339401723168
9.574931239264763e-05,0.0002672568245819121
9.358890046397309e-05,0.00026647891905723196
9.332197624837246e-05,0.0002650368974586441
9.350994710764622e-05,0.0002655022961059303
9.234668003486921e-05,0.0002605612509686387
9.085991539794839e-05,0.00025804535380853904
8.914770265674275e-05,0.00026303198608344027
8.829075269397546e-05,0.000267300420003294
8.765288913502555e-05,0.0002692053255018298
8.77001171333673e-05,0.0002680987017370309
8.562697098982012e-05,0.00026626091072984943
8.661433889893956e-05,0.0002603295827143346
8.706918273343367e-05,0.00025827636921100996
8.456183105326174e-05,0.00026401746965182775
8.326965288495448e-05,0.00025718677894804963
8.340623689670765e-05,0.000254973780123912
8.286933082148828e-05,0.0002601056804203174
8.168758817412185e-05,0.00026248915546051596
8.134191790084129e-05,0.0002593765035271645
7.98709178387512e-05,0.00025732376203505377
8.133100855047814e-05,0.00025932455848140474
8.004501322637114e-05,0.00025802031141762256
7.867951492450878e-05,0.00025488701111030286
7.777574721716739e-05,0.0002554152313457576
7.793274159088138e-05,0.0002534723747168865
8.02026555571832e-05,0.00025359345194319205
7.699050062607664e-05,0.00025561914918591466
7.542622300785627e-05,0.00025136816812763835
7.435913346743098e-05,0.0002527872072691521
7.386887218947805e-05,0.00025612291214973526
7.496931436683305e-05,0.0002696965646464378
7.536403250979316e-05,0.00025346137435090815
7.44229616512629e-05,0.00025742998501906793
7.361062695660318e-05,0.0002581793409207779
7.342619690902982e-05,0.0002539178087538334
7.14251048824129e-05,0.0002557334766165833
7.180743617055035e-05,0.00025011238440955907
7.011866973974093e-05,0.0002485274048839611
7.378734279138205e-05,0.0002537101861724461
7.144448227887606e-05,0.00024880206417010137
6.980421544126743e-05,0.0002518934495817644
6.91245642277257e-05,0.000254764596077924
6.913424727055385e-05,0.00024777973938564006
6.848047699101947e-05,0.0002518482158352113
6.957867455749885e-05,0.00025297338319377915
6.826354411631738e-05,0.00024983113381136775
6.680240396897054e-05,0.0002477456293435711
6.60280222346597e-05,0.0002513179715165417
6.566054005154662e-05,0.000246102145915343
6.68648793538468e-05,0.0002480974643593513
6.699551939329301e-05,0.000256741209446001
6.500797687542878e-05,0.00024667031900731454
6.437916006578951e-05,0.00025553041945606695
6.464643923787993e-05,0.00025144358576543514
6.401336764666308e-05,0.0002506518153082156
6.672899209220442e-05,0.0002463076785771233
6.323547971657138e-05,0.0002462242568567903
6.30527816555872e-05,0.00025206009776218596
6.306526744138506e-05,0.0002511614957422187
6.19374492089264e-05,0.00024261214350575975
6.52577818431327e-05,0.0002528510232822913
6.253511748968088e-05,0.0002463636057324369
6.40196443286682e-05,0.00024822445755655115
6.13495112206279e-05,0.0002489663681692698
5.987122080334688e-05,0.00024524504392915827
6.140579915319739e-05,0.00024161970694408272
6.045644507993887e-05,0.00024531653193248946
5.956837498656982e-05,0.00024267218320870378
5.984384578451599e-05,0.0002520393966485492
6.0585395531785306e-05,0.0002426939765979169
5.980865755577035e-05,0.00023952762024815786
5.8441225789437974e-05,0.00024344142205364098
5.889196940133292e-05,0.00024249022385585263
5.876804354942799e-05,0.0002458075529747558
5.780164318628412e-05,0.00024198664468713104
5.8186118787323885e-05,0.00025244944329394704
5.9179948628738974e-05,0.00024489066854584964
5.831048772299916e-05,0.0002471022269949599
5.841502925525702e-05,0.0002500934828827722
5.8658471420075685e-05,0.00024060091624657313
5.8467404927465725e-05,0.00023855694029903548
5.725031825766729e-05,0.0002376897190873878
5.585797447234985e-05,0.00024258365791121668
5.505123423945131e-05,0.0002418005833698606
5.523408416951442e-05,0.00024935370452250496
5.49974332953394e-05,0.00023951924839903685
5.204848189764148e-05,0.00023807183976962484
5.1089594192242e-05,0.00024075450650839643
5.091688832511533e-05,0.00023998346851757642
5.0788932121852695e-05,0.00024019372781780972
5.086858123611433e-05,0.00023883385372094133
5.066850014069739e-05,0.00023847524112859516
5.052726679202875e-05,0.0002399899194256939
5.0517445991069756e-05,0.0002420105588636502
5.054529284472775e-05,0.00024351268933087616
5.031004305540895e-05,0.00024241320727124923
5.053183684305457e-05,0.0002423072658006497
5.035390413743726e-05,0.00024106422929573014
5.004957779557585e-05,0.00024044014990619016
5.0222321905576706e-05,0.0002418180352613104
4.963706751092986e-05,0.0002398036222792033
4.949933797681958e-05,0.00024061529521449384
4.9605559968657676e-05,0.00023670561221837434
4.936099760401924e-05,0.00023967572188033072
4.94945631186111e-05,0.00023864783112058472
4.934775671713534e-05,0.00023927217469353116
4.9252738178686494e-05,0.0002419059478790697
4.9589456422395554e-05,0.00023951988568473044
4.860502319361055e-05,0.00024012730341796255
4.8630381471329284e-05,0.00023641153468016647
4.845947915975668e-05,0.0002379848367788575
4.800657455537778e-05,0.00023817697197735084
4.81600741764079e-05,0.00024149415147610743
4.8027025817039735e-05,0.0002383223080400829
4.8428980781781404e-05,0.00023775751134521807
4.80994546016904e-05,0.00023767761550984824
4.752545622371448e-05,0.0002384444904623017
4.7472692654771507e-05,0.00023932269620920786
4.746800036765776e-05,0.00024018933527810132
4.698312100531025e-05,0.00023801384611005867
4.703503356281682e-05,0.00024228101467473827
4.790275153495851e-05,0.00024002934329804372
4.7096572895746e-05,0.00023756823343732818
4.65797091513223e-05,0.00023707977697168562
4.670428911181675e-05,0.00024092342602230157
4.783487495318916e-05,0.00023752261591708344
4.6774295289210526e-05,0.00023581122169906104
4.584830031407447e-05,0.00023687868899397664
4.5952394000116986e-05,0.00023928407507341806
4.632837505293234e-05,0.000235540521592184
4.603202215741586e-05,0.00024010696268471127
4.582666663213097e-05,0.00023971328866371716
4.5805625135968015e-05,0.00023914411554649246
4.593419820814619e-05,0.00023880075516927084
4.5406377047942387e-05,0.0002396100456473615
4.613562440764244e-05,0.00024133243502795019
4.613210864287491e-05,0.0002406813004971341
4.624034226060647e-05,0.00024029475151275453
4.502707299913957e-05,0.00023669430361637338
4.5468320207543334e-05,0.00023741396126393793
4.5072794653771616e-05,0.00024151203952814369
4.482303188662186e-05,0.0002379558005596857
4.443948905232405e-05,0.00023772068300538442
4.4756530560059194e-05,0.00023765903509532412
4.485112453535707e-05,0.00023838462824862677
4.4352980826674455e-05,0.00024219375742232484
4.4252523113038586e-05,0.00023837809973029477
4.430850392302752e-05,0.000236463768118428
4.385889462190045e-05,0.00023797015239710383
4.4383184561438884e-05,0.00023914296885557248
4.412575820452096e-05,0.0002392531884128623
4.446301405330429e-05,0.00023638292001454498
4.371232920896022e-05,0.00023839722368090103
4.3440586821154946e-05,0.00023867147180929102
4.360050945913165e-05,0.00023774232699493454
4.361296393626341e-05,0.00023815126914996653
4.350068917450368e-05,0.0002359436800223634
4.329403148431359e-05,0.00023612720723383863
4.341788458766656e-05,0.00023872901025849083
4.370611602622155e-05,0.00023651853482464723
4.349865842166103e-05,0.0002356675125404515
4.287593035383686e-05,0.00023784179603822078
4.286080275602272e-05,0.00023675604183650152
4.279652368330228e-05,0.0002358873278629317
4.275462807995747e-05,0.00023865429287649352
4.257283371495732e-05,0.00023741748430466307
4.25069717135612e-05,0.00023519372713935534
4.231436056822228e-05,0.00023615675710254546
4.2251394739706124e-05,0.00023631187919597848
4.2061299124422175e-05,0.00023446326129928684
4.221940691808634e-05,0.0002372821552192115
4.201530220708457e-05,0.00023777466461372872
4.23346868157034e-05,0.00023934330039826983
4.3279528207759456e-05,0.00023788337306486387
4.23849018812744e-05,0.0002369947089446765
4.1899530344491006e-05,0.00023935329306616702
4.161267642109923e-05,0.0002413291371229923
4.196369591227267e-05,0.00023582320890537547
4.127619768868582e-05,0.00023957117033811907
4.173932639153491e-05,0.00023641679797561444
4.13273127350928e-05,0.0002393966992244576
4.125855323791532e-05,0.00023722098558209836
4.1176592772403225e-05,0.00023759794201010442
4.115607466012465e-05,0.00023910297992794463
4.111890926706661e-05,0.00023778509917478502
4.082095548448816e-05,0.00023572412231287948
3.9829426620571844e-05,0.0002381204029502855
3.9456054219044744e-05,0.00023606548537359094
3.932053667526678e-05,0.0002372864402731824
3.936955266302296e-05,0.00023749460145182006
3.925650816006854e-05,0.00023836213213419824
3.929144898420694e-05,0.00023781616773428112
3.9232986995502316e-05,0.00023645401780606444
3.919604475385947e-05,0.00023634946890965555
3.9192171452944446e-05,0.0002370208395983685
3.931645763011395e-05,0.00023709894695926007
3.925787455183595e-05,0.00023816739055539736
3.906119537449823e-05,0.00023650725320983453
3.8997867148172e-05,0.00023787277080400876
3.903750511006255e-05,0.00023718671608631583
3.903656934474412e-05,0.0002360940420520351
3.895947302225977e-05,0.00023726557952944528
3.886816399851038e-05,0.00023727925392008867
3.8703091680266276e-05,0.00023731037323490123
3.876705002657025e-05,0.00023813652170991356
3.886112049671779e-05,0.00023857725371437318
3.875483521507263e-05,0.00023726342002522538
3.8676209916240735e-05,0.00023706901031828514
3.852537793687644e-05,0.00023795698829362112
3.853382484962684e-05,0.00023839862445708025
3.850203744756679e-05,0.00023723403141819732
3.8458435091976726e-05,0.00023667920772409574
3.84312454557265e-05,0.0002392624006130394
3.8439120279773225e-05,0.00023659479179927571
3.8279346104404384e-05,0.0002369256291510255
3.827294020800654e-05,0.00023734776724736685
3.81656795291223e-05,0.0002373336851385168
3.818069659852578e-05,0.0002374112591937636
3.82513961195593e-05,0.00023831048041977215
3.8048685669447434e-05,0.00023763397563897977
3.8031244537595545e-05,0.00023652678972928588
3.8076848972140756e-05,0.0002367622472802671
3.799449088656922e-05,0.00023587683557927834
3.7905382994336614e-05,0.00023840400646087912
3.783989528583885e-05,0.0002379522076807916
3.794195593703383e-05,0.0002394254464007011
3.777396184776797e-05,0.00023620535556057636
3.76997642227004e-05,0.0002375074941400354
3.7577913903849987e-05,0.00023820285992273552
3.759765079876436e-05,0.00023709633943243798
3.7596997583133284e-05,0.0002379108693055583
3.7592176952536894e-05,0.00023653123132658728
3.7487702910298e-05,0.0002393605843032922
3.740427179736523e-05,0.0002379440715726973
3.743003990993285e-05,0.00023739814046579836
3.766361863227124e-05,0.00023927386924201116
3.757796758057366e-05,0.00023898123706175917
3.731520864124777e-05,0.0002375397938577049
3.720884874796452e-05,0.00023838699297894808
3.713168413069621e-05,0.00023726503149549844
3.7216187532370286e-05,0.0002374573108902427
3.7038087027736546e-05,0.00023724454222247006
3.7154792671296464e-05,0.00024063685621403044
3.7436226403136085e-05,0.00023766186054810092
3.697374210759969e-05,0.0002380499664330714
3.694216994159488e-05,0.00023711460490823922
3.690561774640104e-05,0.00023773228546787955
3.688010765472427e-05,0.0002378735391451328
3.683839697094465e-05,0.00023818700786002657
3.678075842220675e-05,0.00023728560384673377
3.6737157863557734e-05,0.00023829870165861916
3.6741633062554296e-05,0.0002382698062292272
3.66056562956091e-05,0.00023763850560609364
3.670467535398943e-05,0.00023689095449464564
3.66162024213488e-05,0.0002397155103443021
3.662042156175823e-05,0.00023715517754405456
3.65244068454944e-05,0.00023766171238314587
3.652857913314647e-05,0.00023856166781942276
3.641875878339774e-05,0.00023838099635516605
3.6396742242769426e-05,0.00023798773300685836
3.6367514235969405e-05,0.00023763193572504503
3.647284673096499e-05,0.000237927995234107
3.6320578168890664e-05,0.00023856572855341558
3.6245583484714825e-05,0.00023927221288128447
3.631359925775817e-05,0.00023895705484337117
3.612531503621898e-05,0.00023816784510431304
3.6087042319581306e-05,0.00023828876428799985
3.6079559879109374e-05,0.00023863726832628758
3.599727859898739e-05,0.00023840977775045868
3.614983047141736e-05,0.00023930520194081703
3.62750803271245e-05,0.0002388413966400549
3.6148429011739084e-05,0.00023904925893117307
3.595197896092114e-05,0.00024011382492696584
3.5770317966428894e-05,0.00023833966856314377
3.5787933897650376e-05,0.00023849616197615185
3.58047167978701e-05,0.0002386097016631428
3.5755511491901635e-05,0.00023856966537564542
3.5744962356561284e-05,0.00023862583396046168
3.556376716667066e-05,0.00023874194064939564
3.5615801916168435e-05,0.0002377288589769071
3.5541846878142236e-05,0.00023829852438983365
3.557729009612972e-05,0.00023947580908001824
3.5547511034758026e-05,0.00023967759299204882
3.56566581269197e-05,0.0002406646358202014
3.5680577176125637e-05,0.00023962594965599816
3.557483419585465e-05,0.00023876129504942306
3.5094933098827656e-05,0.00023917870090702886
3.488981128612068e-05,0.00023848182331262665
3.4809902530413996e-05,0.00023919180448777325
3.477062774905018e-05,0.0002386805269810738
3.475456542219035e-05,0.00023918232746478736
3.472856845870741e-05,0.00023925607163233288
3.4744655380508806e-05,0.00023935659590995672
3.472576620080155e-05,0.00023935339466499335
3.4690580750148826e-05,0.0002389530771214402
3.465641648014725e-05,0.00024035574055178034
3.4673029916699636e-05,0.00023922257471095884
3.463259147820557e-05,0.00023933685672201328
3.463419706156746e-05,0.00023870205993510105
3.465566141213375e-05,0.0002387595031354012
3.4611630414446785e-05,0.0002394193336702742
3.455829038020139e-05,0.00023942013539260987
3.458688596297041e-05,0.00023881974056800544
3.449652903134737e-05,0.00023906131832380638
3.4482058761182775e-05,0.0002389693137956783
3.4490433630928626e-05,0.00023947468434926122
3.453294856158071e-05,0.00023943636651066217
3.454910750433831e-05,0.0002389222756557336
3.443131805177086e-05,0.00023935223933111764
3.4399826803234066e-05,0.00023897544385611334
3.440095509480064e-05,0.0002403378253802657
3.43940858080962e-05,0.0002399258633059534
3.4377730634966583e-05,0.00023957415586196338
3.432742695705119e-05,0.00024001188329279876
3.425906138683345e-05,0.00023957294849396654
3.425712568445526e-05,0.00023988925483232985
3.425233939417398e-05,0.00023940006274532415
3.4292387521638764e-05,0.00023950452503578907
3.4192458670903844e-05,0.00023987014799124815
3.417578154767398e-05,0.00024085044307426098
3.417272267997208e-05,0.0002396917967196328
3.4136314229037836e-05,0.0002395733826702009
3.420236450134932e-05,0.00024013508862646466
3.41310656398436e-05,0.0002398424168914613
3.4091819333932084e-05,0.00023962435516295956
3.405945088051147e-05,0.00023951379451759612
3.407738493644336e-05,0.00024038769276530454
3.4025346394628286e-05,0.0002396325526095814
3.402290625892805e-05,0.00023958447537469592
3.398459183782424e-05,0.00023927935410139264
3.397305108867868e-05,0.00023926486725086402
3.399340824795548e-05,0.00023983556077864982
3.394406541536393e-05,0.00024002653715962714
3.389543223117168e-05,0.00023925221264080117
3.384359045991335e-05,0.00023968314141684183
3.387262124416531e-05,0.0002396736770055158
3.3930483241971214e-05,0.00024037766429087654
3.3826174044269e-05,0.0002404465825141718
3.3845575407295574e-05,0.00024107314970795856
3.379553723568802e-05,0.00023934877826832236
3.3773492759792134e-05,0.00023964650869002623
3.373310067796741e-05,0.00023999346228789143
3.3730155712074715e-05,0.0002400792329078258
3.379216316468294e-05,0.00024000603421661776
3.367752916264263e-05,0.0002404245975688382
3.367771968249034e-05,0.00023976596015872376
3.3641950644916064e-05,0.00024102095181164756
3.3636916927979184e-05,0.00024063277074178174
3.360694492144059e-05,0.00023985184838459122
3.359896359280824e-05,0.0002393077618211409
3.353326743914901e-05,0.00023976757700879577
3.353548517307817e-05,0.00023961898334550136
3.3523264617983705e-05,0.00024059890892010917
3.357366524252222e-05,0.00023913995599176622
3.346581478112829e-05,0.00023998051783013523
3.34604273313854e-05,0.00023940096884457902
3.344635877125036e-05,0.000239926526079547
3.340698335016372e-05,0.00023982455445961518
3.341964328490466e-05,0.00024030522177009985
3.3405480611360296e-05,0.0002398723999221781
3.337097278386919e-05,0.0002396031196412602
3.333136632907995e-05,0.00024073591974394564
3.335598388124102e-05,0.00023981327646073293
3.333703556784189e-05,0.00024096308396000303
3.3294145715913284e-05,0.0002392481222297206
3.3272186534084155e-05,0.0002399655742258553
3.327555500480671e-05,0.00024007958400585323
3.3263832103164695e-05,0.00024023424784624668
3.3219341231883985e-05,0.00024018779919115883
3.316490987014153e-05,0.0002404236613956252
3.319162979923104e-05,0.00023984785974872383
3.318265673552753e-05,0.0002404121990063383
3.310485070952299e-05,0.0002405097936747497
3.308370445059457e-05,0.0002402676565741951
3.3085653062285435e-05,0.000241311941808266
3.311055105851582e-05,0.00024047381690858554
3.303217670305237e-05,0.0002400090511373216
3.303913568247067e-05,0.00024034688019927477
3.3054613683789006e-05,0.0002395980212454698
3.3045202012131496e-05,0.00024058931669446103
3.296952930792362e-05,0.00024010072211791395
3.297861291106198e-05,0.00024041928823642208
3.29622649477449e-05,0.0002408746229555232
3.290641002284687e-05,0.00024122561938411585
3.293445886149791e-05,0.00024109464641448787
3.2908365579770006e-05,0.0002414853442601408
3.2667929840637515e-05,0.00024084390359789586
3.261854288928479e-05,0.00023995365446546313
3.263635993458923e-05,0.00024020632448479195
3.2630008618897674e-05,0.00023987563190255032
3.2606299492093085e-05,0.0002405174715959495
3.2600337153505255e-05,0.0002405303392813287
3.258409231035109e-05,0.0002403606428715372
3.257929036573676e-05,0.0002406887184461635
3.256753981545582e-05,0.0002403654241017207
3.2551491930269435e-05,0.00024024052968756718
3.254534592887274e-05,0.00024076992267509922
3.255858135878842e-05,0.00023979446533220735
3.256251737625324e-05,0.00024059484307089763
3.25392612439552e-05,0.00024057441897281078
3.250746073414727e-05,0.0002408703977848883
3.249729828288158e-05,0.00024032452149020338
3.2502253893515886e-05,0.00024038338592755748
3.24904451465982e-05,0.0002405761779906849
3.247908061894122e-05,0.00023974189958111806
3.2458111507532354e-05,0.00024041465076152235
3.2446231687737796e-05,0.00024032519273036582
3.2452197520990124e-05,0.00024017621992353464
3.2437086624805956e-05,0.00024063794513825665
3.2413553995094404e-05,0.00024010736273008993
3.240198103330013e-05,0.00024052656310342364
3.2392242605000675e-05,0.0002408740472288407
3.237493083085583e-05,0.00024070394486471107
3.238525249330313e-05,0.00024070387695577334
3.237983892728208e-05,0.00024051641049674909
3.236673261254151e-05,0.00024060471103329098
3.235004277843418e-05,0.00024028428535640352
3.235878069641661e-05,0.00024070604144292178
3.234063669603501e-05,0.00024138271445267354
3.2331886254586137e-05,0.00024048428798172002
3.2305277504333806e-05,0.00024082852936716694
3.2286109137313555e-05,0.000240753766477362
3.228839956467379e-05,0.0002405998272341535
3.227115156539984e-05,0.00024011783234803287
3.226372468678605e-05,0.00024070407786039693
3.226178555588845e-05,0.00024086446748256232
3.226281095879985e-05,0.00024094299094003596
3.223617225585533e-05,0.0002410886717508688
3.223756757506635e-05,0.00024069795459085566
3.222135088766332e-05,0.00024072066087021748
3.220665176658341e-05,0.0002405332218834453
3.219843678049404e-05,0.00024027719826501032
3.219419286875619e-05,0.00024069454856075797
3.218017601201692e-05,0.0002404518480144554
3.218600544311233e-05,0.00024110812880804368
3.21511687754096e-05,0.00024033556855460064
3.215554132828291e-05,0.00024102873761545527
3.2133996931158684e-05,0.0002408043252106643
3.2127678213962075e-05,0.00024060349025989346
3.2118082923592404e-05,0.00024036596313993814
3.210583125826705e-05,0.00024076456373388116
3.2089711319051936e-05,0.00024040465835820546
3.2090981436671095e-05,0.00024024293719169995
3.208739152328097e-05,0.00024030309904253845
3.2086481312007615e-05,0.00024135532911521185
3.2083260014064076e-05,0.00024046577790145282
3.206151553912963e-05,0.0002406904043516878
3.203636899177747e-05,0.0002409295853629539
3.203413396091271e-05,0.00024049471001930987
3.204364025309174e-05,0.00024101113262021859
3.2016237563573556e-05,0.0002407444837665411
3.199645112600234e-05,0.00024081346734116475
3.2008384567399676e-05,0.000240721307680801
3.200074331261655e-05,0.00024142940317026593
3.196540350142062e-05,0.00024104764346371998
3.197508309368101e-05,0.00024123371280659217
3.196702292012615e-05,0.00024067171475370273
3.1948540433377e-05,0.00024083687722767618
3.1937784076558965e-05,0.00024085091709187537
3.193278675043433e-05,0.0002406519247222494
3.192206399531146e-05,0.00024068741602770223
3.190211282344535e-05,0.00024069638053664344
3.1907009531895514e-05,0.00024108087139514586
3.1886579216172156e-05,0.00024102805023589594
3.1891051626051636e-05,0.00024112368163045948
3.1874798713199034e-05,0.00023991448723598185
3.189096080887159e-05,0.00024158239742091885
3.1855771709215884e-05,0.00024093234396511406
3.185352466199688e-05,0.00024108296475429652
3.186182221918099e-05,0.00024089917794547298
3.183413174349081e-05,0.0002411863052243875
3.182560238091162e-05,0.00024126267614492188
3.181146074149927e-05,0.00024089726238426837
3.1792163854609524e-05,0.00024083649508556296
3.1797351402929054e-05,0.00024116412916390056
3.178721205834088e-05,0.00024115753794004294
3.1781634088750276e-05,0.00024096357484461005
3.176565540233048e-05,0.00024058135794334566
3.1748148378965475e-05,0.0002412549130068245
